station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
QFW,2020-10-20 00:40,127.8833,37.6667,48.20,41.00,76.01,60.00,1.00,0.00,30.41,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 200040Z AUTO 06001KT 9999 FEW005 09/05 A3041 RMK A02 TSNO
QFV,2020-10-20 00:40,127.5000,38.0500,50.00,41.00,71.07,10.00,1.00,0.00,30.42,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200040Z AUTO 01001KT 9999 CLR 10/05 A3042 RMK A02 TSNO
RKSO,2020-10-20 00:41,127.0296,37.0906,51.80,51.80,100.00,50.00,3.00,0.00,30.36,1028.40,0.50,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSO 200041Z 05003KT 1/2SM CLR 11/11 A3036 RMK AO2A SLP284
RKTI,2020-10-20 00:42,127.8853,37.0300,48.20,48.20,100.00,290.00,1.00,0.00,30.38,M,0.99,M,SCT,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,M,RKTI 200042Z 29001KT 1600 BR SCT003 09/09 A3038
RKTU,2020-10-20 00:42,127.4991,36.7166,48.20,48.20,100.00,80.00,1.00,0.00,30.39,M,0.25,M,SCT,SCT,M,M,0.00,300.00,M,M,FG,M,M,M,M,M,M,M,RKTU 200042Z 08001KT 0400 R24/0200 FG SCT000 SCT003 09/09 Q1029 RMK FG SCT000
RKTU,2020-10-20 00:44,127.4991,36.7166,48.20,48.20,100.00,80.00,1.00,0.00,30.39,M,0.25,M,SCT,SCT,M,M,0.00,300.00,M,M,FG,M,M,M,M,M,M,M,RKTU 200044Z 08001KT 0400 FG SCT000 SCT003 09/09 Q1029 RMK FG SCT000
RKJK,2020-10-20 00:46,126.6220,35.8994,59.00,53.60,82.25,60.00,3.00,0.00,30.33,1027.50,3.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,RKJK 200046Z AUTO 06003KT 3SM HZ CLR 15/12 A3033 RMK AO2 SLP275 $
RKTE,2020-10-20 00:46,127.5001,36.5682,51.80,51.80,100.00,110.00,1.00,0.00,30.34,M,1.99,M,FEW,M,M,M,0.00,M,M,M,BR,M,M,M,M,M,M,M,RKTE 200046Z 11001KT 3200 BR FEW000 11/11 A3034 RMK FG FEW000
QFB,2020-10-20 00:50,128.7167,35.6500,51.80,48.20,87.47,300.00,2.00,0.00,30.41,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200050Z AUTO 30002KT 9999 CLR 11/09 A3041 RMK A02 TSNO
RKTU,2020-10-20 00:50,127.4991,36.7166,48.20,48.20,100.00,350.00,1.00,0.00,30.39,M,0.50,M,SCT,SCT,M,M,0.00,400.00,M,M,FG,M,M,M,M,M,M,M,RKTU 200050Z 35001KT 0800 R24/0900 FG SCT000 SCT004 09/09 Q1029 RMK FG SCT000
QEN,2020-10-20 00:50,128.7500,37.6667,51.80,44.60,76.34,200.00,2.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200050Z AUTO 20002KT 9999 CLR 11/07 A3038 RMK A02 TSNO
QES,2020-10-20 00:50,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.99,M,FEW,M,M,M,500.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 200050Z AUTO 3200 BR FEW005 19/12 / RMK A02 TSNO
QEJ,2020-10-20 00:50,127.9500,38.2000,46.40,42.80,87.19,270.00,1.00,0.00,30.39,M,4.97,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEJ 200050Z AUTO 27001KT 8000 HZ CLR 08/06 A3039 RMK A02 TSNO
QEI,2020-10-20 00:50,128.0667,37.9500,48.20,41.00,76.01,210.00,2.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200050Z AUTO 21002KT 9999 CLR 09/05 A3039 RMK A02 TSNO
QEQ,2020-10-20 00:50,127.5500,37.8500,48.20,50.00,M,60.00,3.00,0.00,30.42,M,1.99,M,FEW,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,M,KQEQ 200050Z AUTO 06003KT 3200 BR FEW004 09/10 A3042 RMK A02 TSNO
QEW,2020-10-20 00:50,128.1500,36.4000,53.60,44.60,71.45,60.00,1.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200050Z AUTO 06001KT 9999 CLR 12/07 A3037 RMK A02 TSNO
QEP,2020-10-20 00:50,127.2667,37.4000,50.00,50.00,100.00,260.00,1.00,0.00,30.41,M,0.99,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,M,KQEP 200050Z AUTO 26001KT 1600 BR OVC002 10/10 A3041 RMK A02 TSNO
QFT,2020-10-20 00:50,127.3500,37.6000,51.80,46.40,81.74,30.00,2.00,0.00,30.38,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200050Z AUTO 03002KT / // CLR 11/08 A3038 RMK A02 TSNO
QFU,2020-10-20 00:50,126.9667,37.8000,48.20,48.20,100.00,20.00,1.00,0.00,30.42,M,0.25,M,CLR,M,M,M,M,M,M,M,FG,M,M,M,M,M,M,M,KQFU 200050Z AUTO 02001KT 0400 FG CLR 09/09 A3042 RMK A02 TSNO
QEX,2020-10-20 00:50,128.3000,36.1000,50.00,44.60,81.61,30.00,3.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200050Z AUTO 03003KT 9999 CLR 10/07 A3030 RMK A02 TSNO
QFW,2020-10-20 00:50,127.8833,37.6667,48.20,41.00,76.01,10.00,2.00,0.00,30.41,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 200050Z AUTO 01002KT 9999 FEW005 09/05 A3041 RMK A02 TSNO
QFV,2020-10-20 00:50,127.5000,38.0500,51.80,42.80,71.26,130.00,1.00,0.00,30.42,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200050Z AUTO 13001KT 9999 CLR 11/06 A3042 RMK A02 TSNO
RKSG,2020-10-20 00:54,127.0311,36.9622,53.60,51.80,93.60,130.00,4.00,0.00,30.36,1028.40,0.50,M,CLR,M,M,M,M,M,M,M,FG,M,M,M,M,M,M,M,RKSG 200054Z 13004KT 1/2SM R32/3500V6000FT FG CLR 12/11 A3036 RMK AO2A SLP284 $
RKTI,2020-10-20 00:55,127.8853,37.0300,51.80,50.00,93.55,130.00,1.00,0.00,30.37,M,1.99,M,FEW,M,M,M,500.00,M,M,M,BR,M,M,M,M,M,M,M,RKTI 200055Z 13001KT 3200 BR FEW005 11/10 A3037
RKJK,2020-10-20 00:56,126.6220,35.8994,60.40,53.20,77.10,50.00,3.00,0.00,30.34,1027.80,3.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,RKJK 200056Z AUTO 05003KT 3SM HZ CLR 16/12 A3034 RMK AO2 SLP278 T01580118 $
RKSY,2020-10-20 00:58,126.9753,37.5241,59.90,49.80,69.22,0.00,0.00,0.00,30.35,1028.10,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSY 200058Z AUTO 00000KT 9999 CLR 16/10 A3035 RMK AO2 SLP281 T01550099 $
RKSO,2020-10-20 00:58,127.0296,37.0906,53.40,53.20,99.27,0.00,0.00,0.00,30.36,1028.40,1.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSO 200058Z 00000KT 1SM CLR 12/12 A3036 RMK AO2A SLP284 T01190118 $
QFB,2020-10-20 01:00,128.7167,35.6500,53.60,48.20,81.87,330.00,2.00,0.00,30.41,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200100Z AUTO 33002KT 9999 CLR 12/09 A3041 RMK A02 TSNO
RKTU,2020-10-20 01:00,127.4991,36.7166,46.40,46.40,100.00,130.00,1.00,0.00,30.39,M,0.12,M,SCT,SCT,M,M,0.00,300.00,M,M,FG,M,M,M,M,M,M,M,RKTU 200100Z 13001KT 0200 R24/0100 FG SCT000 SCT003 08/08 Q1029 RMK FG SCT000
QEN,2020-10-20 01:00,128.7500,37.6667,53.60,41.00,62.23,200.00,1.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200100Z AUTO 20001KT 9999 CLR 12/05 A3038 RMK A02 TSNO
QES,2020-10-20 01:00,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 200100Z AUTO 4000 BR CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 01:00,127.9500,38.2000,48.20,42.80,81.47,280.00,1.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200100Z AUTO 28001KT 9999 CLR 09/06 A3039 RMK A02 TSNO
QEI,2020-10-20 01:00,128.0667,37.9500,51.80,41.00,66.48,190.00,1.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200100Z AUTO 19001KT 9999 CLR 11/05 A3039 RMK A02 TSNO
QEW,2020-10-20 01:00,128.1500,36.4000,53.60,44.60,71.45,350.00,2.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200100Z AUTO 35002KT 9999 CLR 12/07 A3037 RMK A02 TSNO
QEP,2020-10-20 01:00,127.2667,37.4000,50.00,48.20,93.50,310.00,2.00,0.00,30.40,M,1.24,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,M,KQEP 200100Z AUTO 31002KT 2000 BR OVC003 10/09 A3040 RMK A02 TSNO
QFT,2020-10-20 01:00,127.3500,37.6000,53.60,46.40,76.50,20.00,3.00,0.00,30.37,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200100Z AUTO 02003KT / // CLR 12/08 A3037 RMK A02 TSNO
QFU,2020-10-20 01:00,126.9667,37.8000,50.00,50.00,100.00,60.00,1.00,0.00,30.42,M,0.75,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,M,KQFU 200100Z AUTO 06001KT 1200 BR OVC002 10/10 A3042 RMK A02 TSNO
QEX,2020-10-20 01:00,128.3000,36.1000,51.80,46.40,81.74,50.00,3.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200100Z AUTO 05003KT 9999 CLR 11/08 A3030 RMK A02 TSNO
QFW,2020-10-20 01:00,127.8833,37.6667,50.00,41.00,71.07,350.00,1.00,0.00,30.41,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200100Z AUTO 35001KT 9999 CLR 10/05 A3041 RMK A02 TSNO
QFV,2020-10-20 01:00,127.5000,38.0500,53.60,42.80,66.70,160.00,1.00,0.00,30.41,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200100Z AUTO 16001KT 9999 CLR 12/06 A3041 RMK A02 TSNO
RKJB,2020-10-20 01:00,126.3800,34.9800,62.60,50.00,63.38,80.00,6.00,0.00,30.33,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKJB 200100Z 08006KT 050V110 6000 NSC 17/10 Q1027 NOSIG
RKPC,2020-10-20 01:00,126.4930,33.5113,69.80,57.20,64.26,90.00,15.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RKPC 200100Z 09015KT 060V120 9999 FEW030 21/14 Q1025 NOSIG
RKNY,2020-10-20 01:00,128.6692,38.0613,64.40,48.20,55.63,110.00,2.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKNY 200100Z 11002KT CAVOK 18/09 Q1027 NOSIG
RKSS,2020-10-20 01:00,126.7906,37.5583,55.40,55.40,100.00,320.00,4.00,0.00,30.36,M,1.24,M,SCT,M,M,M,1500.00,M,M,M,BR,M,M,M,M,M,M,M,RKSS 200100Z 32004KT 290V020 2000 BR SCT015 13/13 Q1028 BECMG 5000
RKTN,2020-10-20 01:00,128.6589,35.8941,60.80,48.20,63.15,180.00,1.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTN 200100Z 18001KT CAVOK 16/09 Q1028
QEQ,2020-10-20 01:00,127.5500,37.8500,50.00,51.80,M,90.00,2.00,0.00,30.41,M,1.99,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQEQ 200100Z AUTO 09002KT 3200 BR CLR 10/11 A3041 RMK A02 TSNO
RKPK,2020-10-20 01:00,128.9382,35.1795,62.60,46.40,55.37,350.00,4.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKPK 200100Z 35004KT CAVOK 17/08 Q1027
RKSI,2020-10-20 01:00,126.4500,37.4667,55.40,55.40,100.00,50.00,5.00,0.00,30.36,M,0.28,M,VV ,M,M,M,100.00,M,M,M,FG,M,M,M,M,M,M,M,RKSI 200100Z 05005KT 020V090 0450 R15L/0900N R15R/0900N R34/0800N FG VV001 13/13 Q1028 NOSIG
RKSM,2020-10-20 01:00,127.1139,37.4458,59.00,51.80,76.98,240.00,1.00,0.00,30.38,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKSM 200100Z 24001KT 4000 BR SKC 15/11 A3038
QFB,2020-10-20 01:10,128.7167,35.6500,55.40,48.20,76.66,290.00,2.00,0.00,30.40,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200110Z AUTO 29002KT 9999 CLR 13/09 A3040 RMK A02 TSNO
QEN,2020-10-20 01:10,128.7500,37.6667,57.20,35.60,44.19,110.00,4.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200110Z AUTO 11004KT 9999 CLR 14/02 A3037 RMK A02 TSNO
QEI,2020-10-20 01:10,128.0667,37.9500,50.00,41.00,71.07,320.00,3.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200110Z AUTO 32003KT 9999 CLR 10/05 A3038 RMK A02 TSNO
QEQ,2020-10-20 01:10,127.5500,37.8500,51.80,50.00,93.55,90.00,2.00,0.00,30.41,M,2.98,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200110Z AUTO 09002KT 4800 CLR 11/10 A3041 RMK A02 TSNO
QEW,2020-10-20 01:10,128.1500,36.4000,53.60,44.60,71.45,40.00,3.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200110Z AUTO 04003KT 9999 CLR 12/07 A3037 RMK A02 TSNO
QFT,2020-10-20 01:10,127.3500,37.6000,53.60,46.40,76.50,20.00,4.00,0.00,30.37,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200110Z AUTO 02004KT / // CLR 12/08 A3037 RMK A02 TSNO
QEX,2020-10-20 01:10,128.3000,36.1000,53.60,44.60,71.45,20.00,2.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200110Z AUTO 02002KT 9999 CLR 12/07 A3030 RMK A02 TSNO
QFW,2020-10-20 01:10,127.8833,37.6667,48.20,41.00,76.01,320.00,2.00,0.00,30.40,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200110Z AUTO 32002KT 9999 CLR 09/05 A3040 RMK A02 TSNO
QFV,2020-10-20 01:10,127.5000,38.0500,55.40,42.80,62.46,110.00,2.00,0.00,30.41,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200110Z AUTO 11002KT 9999 CLR 13/06 A3041 RMK A02 TSNO
RKSG,2020-10-20 01:10,127.0311,36.9622,55.40,53.60,93.65,120.00,4.00,0.00,30.36,1028.40,0.62,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKSG 200110Z 12004KT 5/8SM BR CLR 13/12 A3036 RMK AO2A SLP284 $
QES,2020-10-20 01:10,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 200110Z AUTO 4000 BR CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 01:10,127.9500,38.2000,50.00,42.80,76.18,260.00,1.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200110Z AUTO 26001KT 9999 CLR 10/06 A3038 RMK A02 TSNO
QEP,2020-10-20 01:10,127.2667,37.4000,51.80,48.20,87.47,330.00,2.00,0.00,30.40,M,1.49,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,M,KQEP 200110Z AUTO 33002KT 2400 BR OVC003 11/09 A3040 RMK A02 TSNO
QFU,2020-10-20 01:10,126.9667,37.8000,51.80,48.20,87.47,120.00,2.00,0.00,30.41,M,0.75,M,BKN,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,M,KQFU 200110Z AUTO 12002KT 1200 BR BKN002 11/09 A3041 RMK A02 TSNO
RKSU,2020-10-20 01:11,127.6329,37.4369,50.00,50.00,100.00,190.00,1.00,0.00,30.41,M,1.99,M,FEW,SCT,M,M,0.00,200.00,M,M,BR,M,M,M,M,M,M,M,RKSU 200111Z 19001KT 3200 BR FEW000 SCT002 10/10 A3041
RKSD,2020-10-20 01:16,127.2667,37.3500,M,M,M,20.00,1.00,0.00,30.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSD 200116Z 02001KT 800 FG SCT000 BKN005 10/09 A3037 RMK CIG005 FG SCT000
RKSS,2020-10-20 01:20,126.7906,37.5583,59.00,53.60,82.25,340.00,3.00,0.00,30.36,M,2.17,M,FEW,M,M,M,1500.00,M,M,M,BR,M,M,M,M,M,M,M,RKSS 200120Z 34003KT 270V060 3500 BR FEW015 15/12 Q1028 BECMG 6000 NSW
QFB,2020-10-20 01:20,128.7167,35.6500,57.20,48.20,71.83,310.00,2.00,0.00,30.40,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200120Z AUTO 31002KT 9999 CLR 14/09 A3040 RMK A02 TSNO
QEN,2020-10-20 01:20,128.7500,37.6667,57.20,35.60,44.19,120.00,2.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200120Z AUTO 12002KT 9999 CLR 14/02 A3037 RMK A02 TSNO
QES,2020-10-20 01:20,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 200120Z AUTO 4000 BR CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 01:20,127.9500,38.2000,51.80,42.80,71.26,250.00,1.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200120Z AUTO 25001KT 9999 CLR 11/06 A3038 RMK A02 TSNO
QEI,2020-10-20 01:20,128.0667,37.9500,51.80,42.80,71.26,330.00,3.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200120Z AUTO 33003KT 9999 CLR 11/06 A3038 RMK A02 TSNO
QEQ,2020-10-20 01:20,127.5500,37.8500,53.60,50.00,87.56,40.00,1.00,0.00,30.41,M,2.98,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEQ 200120Z AUTO 04001KT 4800 HZ CLR 12/10 A3041 RMK A02 TSNO
QEW,2020-10-20 01:20,128.1500,36.4000,55.40,46.40,71.64,30.00,2.00,0.00,30.36,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200120Z AUTO 03002KT 9999 CLR 13/08 A3036 RMK A02 TSNO
QEP,2020-10-20 01:20,127.2667,37.4000,51.80,48.20,87.47,360.00,3.00,0.00,30.40,M,1.24,M,BKN,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,M,KQEP 200120Z AUTO 36003KT 2000 BR BKN003 11/09 A3040 RMK A02 TSNO
QFT,2020-10-20 01:20,127.3500,37.6000,55.40,46.40,71.64,350.00,4.00,0.00,30.37,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200120Z AUTO 35004KT / // CLR 13/08 A3037 RMK A02 TSNO
QFU,2020-10-20 01:20,126.9667,37.8000,51.80,48.20,87.47,150.00,1.00,0.00,30.41,M,0.99,M,SCT,M,M,M,200.00,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 200120Z AUTO 15001KT 1600 HZ SCT002 11/09 A3041 RMK A02 TSNO
QEX,2020-10-20 01:20,128.3000,36.1000,55.40,44.60,66.91,40.00,3.00,0.00,30.29,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200120Z AUTO 04003KT 9999 CLR 13/07 A3029 RMK A02 TSNO
QFW,2020-10-20 01:20,127.8833,37.6667,50.00,42.80,76.18,330.00,2.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200120Z AUTO 33002KT 9999 CLR 10/06 A3039 RMK A02 TSNO
QFV,2020-10-20 01:20,127.5000,38.0500,55.40,42.80,62.46,110.00,3.00,0.00,30.40,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200120Z AUTO 11003KT 9999 CLR 13/06 A3040 RMK A02 TSNO
RKSO,2020-10-20 01:23,127.0296,37.0906,55.40,55.40,100.00,0.00,0.00,0.00,30.34,1027.70,1.75,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKSO 200123Z 00000KT 1 3/4SM BR CLR 13/13 A3034 RMK AO2A SLP277
RKSU,2020-10-20 01:24,127.6329,37.4369,51.80,51.80,100.00,200.00,1.00,0.00,30.41,M,2.98,M,FEW,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,M,RKSU 200124Z 20001KT 4800 BR FEW002 11/11 A3041
RKTU,2020-10-20 01:26,127.4991,36.7166,53.60,53.60,100.00,100.00,1.00,0.00,30.36,M,1.99,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKTU 200126Z 10001KT 3200 BR NSC 12/12 Q1028
RKSO,2020-10-20 01:28,127.0296,37.0906,55.40,55.40,100.00,0.00,0.00,0.00,30.34,1027.70,3.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKSO 200128Z 00000KT 3SM BR CLR 13/13 A3034 RMK AO2A SLP277
RKTE,2020-10-20 01:30,127.5001,36.5682,57.20,50.00,76.82,40.00,2.00,0.00,30.33,M,2.98,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKTE 200130Z 04002KT 4800 BR SKC 14/10 A3033
QFB,2020-10-20 01:30,128.7167,35.6500,59.00,50.00,72.01,310.00,3.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200130Z AUTO 31003KT 9999 CLR 15/10 A3039 RMK A02 TSNO
QEN,2020-10-20 01:30,128.7500,37.6667,57.20,35.60,44.19,140.00,3.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200130Z AUTO 14003KT 9999 CLR 14/02 A3037 RMK A02 TSNO
QES,2020-10-20 01:30,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 200130Z AUTO 4000 BR CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 01:30,127.9500,38.2000,53.60,42.80,66.70,250.00,2.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200130Z AUTO 25002KT 9999 CLR 12/06 A3037 RMK A02 TSNO
QEI,2020-10-20 01:30,128.0667,37.9500,51.80,42.80,71.26,330.00,4.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200130Z AUTO 33004KT 9999 CLR 11/06 A3037 RMK A02 TSNO
QEQ,2020-10-20 01:30,127.5500,37.8500,55.40,48.20,76.66,350.00,3.00,0.00,30.40,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEQ 200130Z AUTO 35003KT 6000 HZ CLR 13/09 A3040 RMK A02 TSNO
QEW,2020-10-20 01:30,128.1500,36.4000,57.20,44.60,62.69,30.00,1.00,0.00,30.36,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200130Z AUTO 03001KT 9999 CLR 14/07 A3036 RMK A02 TSNO
QEP,2020-10-20 01:30,127.2667,37.4000,53.60,48.20,81.87,310.00,3.00,0.00,30.39,M,1.74,M,SCT,M,M,M,400.00,M,M,M,HZ,M,M,M,M,M,M,M,KQEP 200130Z AUTO 31003KT 2800 HZ SCT004 12/09 A3039 RMK A02 TSNO
QFT,2020-10-20 01:30,127.3500,37.6000,55.40,46.40,71.64,350.00,4.00,0.00,30.36,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200130Z AUTO 35004KT / // CLR 13/08 A3036 RMK A02 TSNO
QFU,2020-10-20 01:30,126.9667,37.8000,53.60,48.20,81.87,80.00,1.00,0.00,30.41,M,1.49,M,FEW,M,M,M,300.00,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 200130Z AUTO 08001KT 2400 HZ FEW003 12/09 A3041 RMK A02 TSNO
QEX,2020-10-20 01:30,128.3000,36.1000,57.20,44.60,62.69,30.00,4.00,0.00,30.29,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200130Z AUTO 03004KT 9999 CLR 14/07 A3029 RMK A02 TSNO
QFW,2020-10-20 01:30,127.8833,37.6667,51.80,42.80,71.26,350.00,2.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200130Z AUTO 35002KT 9999 CLR 11/06 A3039 RMK A02 TSNO
QFV,2020-10-20 01:30,127.5000,38.0500,57.20,42.80,58.52,170.00,1.00,0.00,30.39,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200130Z AUTO 17001KT 9999 CLR 14/06 A3039 RMK A02 TSNO
